NR CRT,NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
705,"Targu Mures Fortress","Bulevardul Cetății 540089 Târgu Mureș","Sights & Museums","N/A","Mureș",46.54846,24.56792,0
706,"Promenada Mall","Strada Gheorghe Doja Târgu Mureș","Shopping Centre","N/A","Mureș",46.50952,24.51109,0
707,"Synagogue of TG. Mures","Strada Aurel Filimon 23 540035 Târgu Mureș","Religious Place","N/A","Mureș",46.54535,24.55763,0
708,"City Pharma","Strada Doctor Gheorghe Marinescu Târgu Mureș","Chemist's","N/A","Mureș",46.5594,24.58134,0
709,"City Plus Pharma","Bulevardul 1848 540422 Târgu Mureș","Chemist's","N/A","Mureș",46.52834,24.55369,0
710,"Mbo City","Târgu Mureș","Petrol Station","N/A","Mureș",46.53384,24.57147,0
711,"Cinema City Romania","Strada Gheorghe Doja 243 540052 Târgu Mureș","Cinema","N/A","Mureș",46.51116,24.51014,0
712,"New York City Pub&Grill","Târgu Mureș","Restaurant","N/A","Mureș",46.53947,24.55769,0
713,"The old city of Târgu Mureș","Mureș, Romania","Attraction","N/A","Mureș",46.53137133333334,24.542686666666665,0
714,"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Mureș",45.79653,24.15249,0
715,"Medieval Cafe Restaurant","Strada Cositorarilor 10 545400 Sighișoara","Restaurant","N/A","Mureș",46.2191,24.79263,0
716,"Orasul Medieval","Strada Libertății 545400 Sighișoara","Going Out","N/A","Mureș",46.22581,24.79758,0
717,"Cabinet Medical Mens Sana","Strada Târnavei 35 545400 Sighișoara","Hospital or Healthcare Facility","N/A","Mureș",46.22296,24.78843,0
718,"The medieval city of Sighișoara","Mureș, Romania","Attraction","N/A","Mureș",46.116099999999996,24.6327825,0
719,"Danubius Health Spa Resort Sovata","Strada Vulturului 68 545500 Sovata","Hotel","N/A","Mureș",46.60217,25.08824,0
720,"Danubius Health Spa Resort Bradet","Strada Vulturului 68 545500 Sovata","Hotel","N/A","Mureș",46.60294,25.0901,0
721,"Sovata resort","Mureș, Romania","Attraction","Improve This Listing","Mureș",46.602554999999995,25.08917,0
722,"Primăria Reghin","Piața Petru Maior 545300 Reghin","Government or Community Facility","N/A","Mureș",46.78148,24.70147,0
723,"Gara Reghin","Strada Gării 545300 Reghin","Railway Station","N/A","Mureș",46.7805,24.7189,0
724,"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","Improve This Listing","Mureș",45.79653,24.15249,0
725,"The city of Reghin","Mureș, Romania","Attraction","N/A","Mureș",46.45283666666666,24.52428666666667,0
726,"The medieval fortified church of Saschiz","Mureș, Romania","Attraction","N/A","Mureș",0,0,0
727,"Călimani Mountains - Gurghiu Mountains","Mureș, Romania","Attraction","The Călimani Mountains (Romanian: Munții Călimani, Hungarian: Kelemen-havasok) are the largest volcanic complex of the Carpathian Mountains in Transylvania, Romania. Geologically they belong to the Căliman-Harghita Mountains group of the Inner Eastern Carpathians.","Mureș",0,0,0
728,"Medieval City of Sibiu","Piața Mare 12 550163 Sibiu","Sights & Museums","N/A","Neamț",45.79653,24.15249,0
729,"Gara Piatra Neamț","Piatra Neamț","Railway Station","N/A","Neamț",46.92764,26.3611,0
730,"Shopping City Piatra Neamt","Bulevardul Decebal 79 610039 Piatra Neamț","Shop","The server is temporarily unable to service your request due to maintenance downtime or capacity problems. Please try again later.","Neamț",46.93612,26.34879,0
731,"Galeria Piatra Neamț","610039 Piatra Neamț","Shopping Centre","N/A","Neamț",46.918536,26.390707,0
732,"Shopping City Piatra Neamț","3 Piatra Neamț","EV Charging Station","N/A","Neamț",46.934249,26.348681,0
733,"Primaria Municipiului Piatra Neamt","Piața Ștefan cel Mare 6 610101 Piatra Neamț","Government or Community Facility","The server is temporarily unable to service your request due to maintenance downtime or capacity problems. Please try again later.","Neamț",46.933777,26.368698,0
734,"Central Plaza Hotel","Strada Petrodava 1 Piatra Neamț","Hotel","N/A","Neamț",46.929896,26.363604,0
735,"Shopping City Piatra Neamț","Piatra Neamț","Parking Facility","Urm?ri?i-ne pe","Neamț",46.93494,26.34906,0
736,"Cadouri Shopping City Piatra Neamt","Bulevardul Decebal 79 610039 Piatra Neamț","Shopping Centre","Neferneferuaten Nefertiti (/?n?f?r?ti?ti/[3]) (c. 1370?? c. 1330 BC) was an Egyptian queen and the Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh. Nefertiti and her husband were known for a religious revolution, in which they worshiped one god only, Aten, or the sun disc. With her husband, she reigned at what was arguably the wealthiest period of Ancient Egyptian history.[4] Some scholars believe that Nefertiti ruled briefly as Neferneferuaten after her husband's death and before the accession of Tutankhamun, although this identification is a matter of ongoing debate.[5][6] If Nefertiti did rule as Pharaoh, her reign was marked by the fall of Amarna and relocation of the capital back to the traditional city of Thebes.[7]","Neamț",46.93612,26.34879,0
737,"Secția Drumuri Naționale Piatra-Neamț","Strada Arcului 610058 Piatra Neamț","Government or Community Facility","Se încarcă lista de magazine","Neamț",46.936124,26.342759,0
738,"Casa de Cultura Piatra-Neamt","Bulevardul Decebal 610039 Piatra Neamț","Theatre, Music & Culture","Urmăriţi-ne pe","Neamț",46.929697,26.364696,0
739,"Nefertiti","Bulevardul Decebal 610052 Piatra Neamț","Restaurant","Neferneferuaten Nefertiti (/ˌnɛfərˈtiːti/[3]) (c. 1370 – c. 1330 BC) was an Egyptian queen and the Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh. Nefertiti and her husband were known for a religious revolution, in which they worshiped one god only, Aten, or the sun disc. With her husband, she reigned at what was arguably the wealthiest period of Ancient Egyptian history.[4] Some scholars believe that Nefertiti ruled briefly as Neferneferuaten after her husband's death and before the accession of Tutankhamun, although this identification is a matter of ongoing debate.[5][6] If Nefertiti did rule as Pharaoh, her reign was marked by the fall of Amarna and relocation of the capital back to the traditional city of Thebes.[7]","Neamț",46.93636,26.35009,0
740,"Kaufland","Piatra Neamț","Food & Drink","Se încarcă lista de magazine","Neamț",46.93789,26.37893,0
741,"Cream Outlet Piatra-Neamt","Piața Ștefan cel Mare 610016 Piatra Neamț","Shop","N/A","Neamț",46.93107,26.37088,0
742,"Diana","Aleea Caișilor 610013 Piatra Neamț","Shop","Deified emperors:","Neamț",46.92912,26.36412,0
743,"Grand Hotel Ceahlau Piatra Neamt","Piatra Neamț","Hotel","Piatra Neamţ (Romanian pronunciation:?[?pjatra ?ne?amt?s]), German: Kreuzburg an der Bistritz, Hungarian: Kar?csonk?) is the capital city of Neam? County, in the historical region of Moldavia, eastern Romania. Because of its privileged location in the Eastern Carpathian mountains, it is considered one of the most picturesque cities in Romania. The Nord-Est Regional Development Agency is located in Piatra Neam?.","Neamț",46.93162,26.37084,0
744,"NEW YORKER","DN15 610191 Piatra Neamț","Clothing & Accessories","N/A","Neamț",46.91799,26.3896,0
745,"Salon Orhidee","Bulevardul Republicii 610005 Piatra Neamț","Shop","N/A","Neamț",46.92953,26.36382,0
746,"The city of Piatra Neamț, with its medieval square and ski facilities;","Neamț, Romania","Attraction","Piatra Neamț (Romanian pronunciation: [ˈpjatra ˈne̯amt͡s]), German: Kreuzburg an der Bistritz, Hungarian: Karácsonkő) is the capital city of Neamț County, in the historical region of Moldavia, eastern Romania. Because of its privileged location in the Eastern Carpathian mountains, it is considered one of the most picturesque cities in Romania. The Nord-Est Regional Development Agency is located in Piatra Neamț.","Neamț",46.86817827777778,26.240425277777778,0
747,"Cinema City Romania","Strada Gheorghe Doja 243 540052 Târgu Mureș","Cinema","N/A","Neamț",46.51116,24.51014,0
748,"Cinema City Romania","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Cinema","","Neamț",45.10999,24.3786,0
749,"Casa Româneasca Shopping City","Strada Ferdinand 38 240571 Râmnicu Vâlcea","Snacks/Fast food","N/A","Neamț",45.10999,24.3786,0
750,"Cinema City Romania","Pitești","Cinema","The Agapia Monastery (Romanian: M?n?stirea Agapia) is a Romanian Orthodox nunnery located 9?km west of T?rgu Neam?, in the commune of Agapia, Neam? County. It was built between 1641 and 1643 by Romanian hetman Gavriil Coci, brother of Vasile Lupu. The church, restored and modified several times during the centuries was painted by Nicolae Grigorescu, between 1858 and 1861.[2][3] It is one of the largest nunneries in Romania, having 300?400 nuns and ranking second place in population after V?ratec Monastery.","Neamț",44.86641,24.88391,0
751,"The city of Roman","Neamț, Romania","Attraction","The Bistri?a Monastery (Romanian: M?n?stirea Bistri?a, pronounced?[?bistrit?sa] (listen)) is a Romanian Orthodox monastery located 8?km west of Piatra Neam?. It was dedicated in 1402, having as original ctitor the Moldavian Voivode Alexandru cel Bun whose remains are buried here.","Neamț",45.3993875,24.537812499999998,0
752,"Varatec Monastery","Strada Schimbarea La Față 617013 Agapia","Religious Place","The Bistri?a Monastery (Romanian: M?n?stirea Bistri?a, pronounced?[?bistrit?sa] (listen)) is a Romanian Orthodox monastery located 8?km west of Piatra Neam?. It was dedicated in 1402, having as original ctitor the Moldavian Voivode Alexandru cel Bun whose remains are buried here.","Neamț",47.139602,26.269447,0
753,"Agapia Monastery","Neamț, Romania","Attraction","The Agapia Monastery (Romanian: Mănăstirea Agapia) is a Romanian Orthodox nunnery located 9 km west of Târgu Neamț, in the commune of Agapia, Neamţ County. It was built between 1641 and 1643 by Romanian hetman Gavriil Coci, brother of Vasile Lupu. The church, restored and modified several times during the centuries was painted by Nicolae Grigorescu, between 1858 and 1861.[2][3] It is one of the largest nunneries in Romania, having 300–400 nuns and ranking second place in population after Văratec Monastery.","Neamț",47.139602,26.269447,0
754,"Bistrita Monastery","Strada Valea Mare 617508 Alexandru cel Bun","Religious Place","The Bistrița Monastery (Romanian: Mănăstirea Bistrița, pronounced [ˈbistrit͡sa] (listen)) is a Romanian Orthodox monastery located 8 km west of Piatra Neamț. It was dedicated in 1402, having as original ctitor the Moldavian Voivode Alexandru cel Bun whose remains are buried here.","Neamț",46.95764,26.28795,0
755,"Bistrița Monastery","Neamț, Romania","Attraction","The Bistrița Monastery (Romanian: Mănăstirea Bistrița, pronounced [ˈbistrit͡sa] (listen)) is a Romanian Orthodox monastery located 8 km west of Piatra Neamț. It was dedicated in 1402, having as original ctitor the Moldavian Voivode Alexandru cel Bun whose remains are buried here.","Neamț",46.95764,26.28795,0
756,"Durău Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
757,"Horaița Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
758,"Neamț Monastery","Neamț, Romania","Attraction","The Neamț Monastery (Romanian: Mănăstirea Neamț) is a Romanian Orthodox religious settlement, one of the oldest and most important of its kind in Romania. It was built in the 15th century, and it is an example of medieval Moldavian architecture. A jewel of 15th-century architecture, the church was built during Ștefan cel Mare's reign and finished in the year when the Moldavian army won the battle against King John Albert (1497).","Neamț",0,0,0
759,"Pângărați Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
760,"Petru Vodă","Poiana Teiului","Administrative Region","N/A","Neamț",47.12898,25.9981,0
761,"Petru","Strada Știrbei Vodă Râmnicu Vâlcea","Food & Drink","N/A","Neamț",45.10277,24.3631,0
762,"Strada Petru Vodă","051998 Bucharest","Street or Square","N/A","Neamț",44.40089,26.0642,0
763,"Mănăstirea Petru Vodă","Poiana Teiului","Religious Place","N/A","Neamț",47.17866,25.96443,0
764,"Școala Generală Petru Vodă","617346 Poiana Teiului","Educational Facility","N/A","Neamț",47.12374,25.99935,0
765,"Oficiu Poștal Petru Vodă","DN15B 617346 Poiana Teiului","Post Office","N/A","Neamț",47.11049,25.99663,0
766,"Cabinet Medical Dr. Blaj D. Petru","Strada Cuza Vodă 805300 Tecuci","Hospital or Healthcare Facility","N/A","Neamț",45.84326,27.44149,0
767,"Biserica Romano-Catolica Sf. Apostoli Petru si Paul","Strada Cuza Vodă 620034 Focșani","Religious Place","R?zboieni is a commune in Neam? County, Romania. It is composed of five villages: Bor?eni, R?zboieni, R?zboienii de Jos, Valea Alb? and Valea Mare.","Neamț",45.7004,27.1897,0
768,"Strada Petru Rareș (Strada Petru Rares)","Vadul lui Vodă Moldova","Street or Square","N/A","Neamț",47.09052,29.07197,0
769,"Petru Vodă Monastery","Neamț, Romania","Attraction","N/A","Neamț",46.29774555555556,26.454329999999995,0
770,"Războieni Monastery","Neamț, Romania","Attraction","Războieni is a commune in Neamț County, Romania. It is composed of five villages: Borșeni, Războieni, Războienii de Jos, Valea Albă and Valea Mare.","Neamț",0,0,0
771,"Secu Monastery","Neamț, Romania","Attraction","N/AD","Neamț",0,0,0
772,"Sihăstria Monastery","Neamț, Romania","Attraction","N/AD","Neamț",0,0,0
773,"Sihla Monastery","Neamț, Romania","Attraction","N/A","Neamț",0,0,0
774,"Varatec Monastery","Strada Schimbarea La Față 617013 Agapia","Religious Place","The Vânători-Neam? Natural Park (Romanian: Parcul Natural Vânători Neamţ ) is situated in north-east Romania, in Neam? County. It is one of the few places where the European bison (Bison bonasus) can be seen.","Neamț",47.139602,26.269447,0
775,"Văratec Monastery","Neamț, Romania","Attraction","N/A","Neamț",47.139602,26.269447,0
776,"Parcul Natural Vânători Neamț","Strada Principală 617010 Agapia","Recreation","The Vânători-Neam? Natural Park (Romanian: Parcul Natural Vânători Neamţ) is situated in north-east Romania, in Neam? County. It is one of the few places where the European bison (Bison bonasus) can be seen.","Neamț",47.1738,26.28159,0
777,"Vanatori Neamt Nature Park","Strada Zimbrului 2 611156 Roman","Recreation","The Vânători-Neamț Natural Park (Romanian: Parcul Natural Vânători Neamţ) is situated in north-east Romania, in Neamţ County. It is one of the few places where the European bison (Bison bonasus) can be seen.","Neamț",46.9289,26.95226,0
